0.23686	0.26728
0.59594	0.56190
0.31401	0.85308
0.51443	0.78371
0.60995	0.97431
0.22450	0.59520
0.36536	0.32121
0.33883	0.24687
0.69272	0.53387
0.66329	0.52058
0.52817	0.38911
0.14714	0.36683
0.29026	0.53240
0.22320	0.43998
0.22784	0.25479
0.19762	0.26621
0.34176	0.36400
0.64270	0.93856
0.43703	0.24996
0.35234	0.83275
0.29621	0.40994
0.36453	0.40876
0.36263	0.42740
0.56716	0.85649
0.77697	0.51151
0.50252	0.57281
0.18877	0.27939
0.34539	0.31205
0.10585	0.48385
0.06364	0.73574
0.52673	0.90150
0.72189	0.25330
0.32082	0.28720
0.48760	0.03295
0.79188	0.62967
0.34544	0.05431
0.35247	0.41277
0.52023	0.95548
0.32960	0.62573
0.33000	0.62719
0.79011	0.55440
0.74087	0.51950
0.57523	0.86702
0.17075	0.29066
0.15054	0.56668
0.20289	0.46408
0.26951	0.51320
0.41323	0.50954
0.03127	0.33465
0.59644	0.93532
0.69092	0.41109
0.33124	0.53847
0.29299	0.18948
0.72446	0.60402
0.11757	0.43192
0.42733	0.40459
0.15442	0.32262
0.30716	0.80336
0.19390	0.28859
0.55998	0.87831
0.58677	0.90035
0.55612	0.91880
0.35829	0.41971
0.54007	0.75258
0.24031	0.44222
0.40882	0.00000
0.12491	0.35769
0.35972	0.45364
0.11214	0.68254
0.36271	0.45234
0.75128	0.63987
0.16896	0.70683
0.16330	0.35631
0.63633	0.85176
0.69215	0.74191
0.58548	0.18650
0.23090	0.65030
0.31719	0.83689
0.49396	0.26374
0.50260	0.15831
0.05373	0.32850
0.57045	0.88656
0.82001	0.38759
0.34401	0.13306
0.54085	0.30272
0.17200	0.23744
0.43714	0.23692
0.48332	0.36835
0.21227	0.78842
0.56773	0.40267
0.57863	0.92166
0.74093	0.55474
0.67085	0.68135
0.30266	0.41045
0.53557	0.71403
0.30705	0.42527
0.58894	0.60787
0.07670	0.36876
0.50163	0.97010
0.04387	0.49917
0.53206	0.85540
0.75213	0.69310
0.75117	0.69188
0.71955	0.71435
0.24269	0.86053
0.59196	0.90179
0.04387	0.49917
0.57142	0.93233
