0.61216	0.50878	0.79812
0.50749	0.50649	0.37718
0.05428	0.44769	0.53705
0.48187	0.22710	0.41429
0.41300	0.03252	0.28708
0.28651	0.54607	0.73160
0.74436	0.62107	0.64511
0.70237	0.43208	0.68956
0.45183	0.64126	0.30070
0.40335	0.65674	0.37674
0.81124	0.46065	0.40516
0.44834	0.46213	0.90020
0.42462	0.60505	0.67437
0.37400	0.29919	0.87486
0.64911	0.47514	0.81429
0.59014	0.46366	0.82009
0.68864	0.15949	0.72313
0.46023	0.20253	0.26535
0.80321	0.31108	0.57779
0.11360	0.43746	0.48808
0.57780	0.19650	0.77134
0.62343	0.14380	0.68622
0.59995	0.13485	0.68018
0.31212	0.11041	0.39286
0.64569	0.91762	0.33263
0.53227	0.43226	0.41789
0.57345	0.45914	0.84415
0.78754	0.59438	0.66618
0.31160	0.46469	0.90275
0.11528	0.68433	0.80689
0.40281	0.18195	0.29814
0.77261	0.81698	0.53370
0.62593	0.52934	0.68383
0.81835	0.59668	0.67945
0.41809	0.64377	0.13610
0.82274	0.27256	0.69420
0.60816	0.15108	0.69853
0.30250	0.10089	0.35648
0.36006	0.45065	0.59588
0.35765	0.44876	0.59606
0.43860	0.72487	0.16415
0.38252	0.74641	0.22395
0.49558	0.11468	0.31069
0.53805	0.46342	0.87872
0.29511	0.51277	0.82222
0.46354	0.69204	0.84994
0.52229	0.57155	0.75156
0.54514	0.57870	0.54505
0.43125	0.27788	0.94280
0.43631	0.11765	0.34134
0.50478	0.74153	0.38393
0.50412	0.56547	0.63777
0.83030	0.50511	0.79724
0.40662	0.64582	0.23058
0.35864	0.47913	0.93257
0.84589	0.20071	0.59997
0.50782	0.50290	0.91261
0.14951	0.56263	0.52575
0.56190	0.47235	0.83002
0.42053	0.11663	0.34349
0.42487	0.10447	0.34944
0.43186	0.13638	0.33729
0.60731	0.13927	0.68832
0.56928	0.11515	0.39301
0.47524	0.38984	0.74991
0.92315	0.55662	0.79078
0.43472	0.48903	0.94620
0.56511	0.12262	0.67721
0.04860	0.40913	0.79245
0.57100	0.11553	0.67271
0.35083	0.66691	0.17407
0.15388	0.54524	0.76886
0.49066	0.54532	0.93059
0.33927	0.19988	0.25632
0.30046	0.49449	0.22207
0.88590	0.57317	0.47293
0.16328	0.39734	0.65520
0.08996	0.44447	0.53092
0.77286	0.45408	0.54784
0.91045	0.41876	0.53134
0.45970	0.30901	0.93896
0.38572	0.14099	0.36109
0.62041	0.86906	0.32523
0.85671	0.51384	0.72049
0.83267	0.41039	0.46022
0.55192	0.38824	0.86028
0.82330	0.30516	0.58873
0.85012	0.24879	0.55222
0.03389	0.53330	0.67589
0.74501	0.36789	0.38017
0.38625	0.13354	0.34109
0.42440	0.71431	0.23478
0.24855	0.58167	0.26673
0.58523	0.16932	0.77388
0.57599	0.14302	0.43383
0.56968	0.15943	0.76306
0.40934	0.51056	0.37833
0.40948	0.37924	0.96068
0.43545	0.12047	0.36929
0.24531	0.36968	0.90309
0.44401	0.14430	0.34141
0.39801	0.56906	0.17791
0.39443	0.57207	0.17770
0.30233	0.55293	0.19856
0.02425	0.41882	0.65512
0.46044	0.14300	0.36083
0.24531	0.36968	0.90309
0.43953	0.14470	0.37747
0.84867	0.27418	0.69433
0.60384	0.17507	0.73552
0.39443	0.57207	0.17770
0.30233	0.55293	0.19856
0.57699	0.15029	0.72453
0.22487	0.28802	0.89462
0.50440	0.79138	0.35759
0.43044	0.73449	0.22831
0.33678	0.45667	0.94528
0.02425	0.41890	0.65518
0.38411	0.43379	0.95076
0.82468	0.40937	0.43414
0.66492	0.47522	0.39757
0.36891	0.52913	0.35115
0.38827	0.53722	0.67971
0.81638	0.45869	0.42421
0.62839	0.45614	0.80923
0.58893	0.37173	0.49299
0.80389	0.35691	0.60038
0.32423	0.56768	0.20713
0.80313	0.36217	0.53837
0.72395	0.33154	0.75177
0.79748	0.51173	0.45989
0.43891	0.15945	0.36896
0.57696	0.37089	0.48888
0.08617	0.45285	0.66956
0.78606	0.39771	0.55933
0.52807	0.51994	0.83869
0.37881	0.66329	0.28591
0.96352	0.45690	0.50882
0.43798	0.39935	0.95882
0.79632	0.36256	0.42591
0.46652	0.22633	0.43794
0.39176	0.17005	0.36040
0.43149	0.17368	0.36464
0.14829	0.49703	0.63060
0.81695	0.49945	0.74700
0.38597	0.55856	0.32386
0.46269	0.21028	0.86784
0.90854	0.35351	0.62908
0.27649	0.52769	0.84562
0.34606	0.48788	0.45178
0.68533	0.42251	0.40905
0.63384	0.52651	0.83385
0.80972	0.23449	0.63715
0.92716	0.40508	0.59595
0.06292	0.52023	0.73817
0.40017	0.63784	0.19756
0.41799	0.16393	0.35192
0.30912	0.50519	0.20625
0.77989	0.43153	0.75703
0.78824	0.26801	0.67248
0.62236	0.86962	0.32442
0.80352	0.37677	0.61569
0.40705	0.00000	0.33749
0.23897	0.39161	0.92707
0.63492	0.12371	0.66448
0.50204	0.12846	0.50059
0.56158	0.38118	0.39862
0.40145	0.13461	0.34682
0.76198	0.45360	0.62288
0.88908	0.53926	0.55099
0.61368	0.44193	0.85054
0.66057	0.41080	0.79097
0.47281	0.12246	0.40237
0.47133	0.30902	0.95370
0.46568	0.70099	0.84369
0.79776	0.55440	0.73016
0.64756	0.46275	0.40713
0.36452	0.12896	0.41006
0.93514	0.50507	0.71507
0.46570	0.70088	0.84371
0.33643	0.64048	0.20399
0.44627	0.57971	0.20143
0.15258	0.55021	0.64924
0.89561	0.52394	0.51407
0.45608	0.15984	0.43023
0.50431	0.08267	0.33460
0.90241	0.54451	0.48103
0.33052	0.07145	0.35012
0.78099	0.38026	0.72116
0.37617	0.31663	0.92985
0.46860	0.67299	0.39984
0.69554	0.32674	0.53403
0.41138	0.56108	0.44893
0.95236	0.40493	0.59610
0.42175	0.62322	0.42333
0.81237	0.39615	0.77367
0.33015	0.47248	0.33905
0.43760	0.07534	0.34361
0.24431	0.43737	0.44837
0.36066	0.55330	0.71394
0.36212	0.33566	0.27401
0.14348	0.46345	0.49191
0.39601	0.15918	0.42319
0.15606	0.53786	0.63044
0.71990	0.38025	0.71091
0.85649	0.22898	0.55895
0.30094	0.30423	0.93051
0.49353	0.77627	0.37266
0.33639	0.14303	0.42189
0.98892	0.39165	0.59575
0.39613	0.09621	0.31102
0.69949	0.45958	0.64413
0.86527	0.29491	0.72273
0.03002	0.51063	0.77303
0.46458	0.07700	0.38185
0.73307	0.53729	0.46745
0.39475	0.23510	0.28254
0.46288	0.19645	0.31660
0.23076	0.44015	0.46462
0.46038	0.11050	0.42866
0.41005	0.11346	0.44037
0.83899	0.33800	0.72475
0.29694	0.52038	0.71705
0.39840	0.07878	0.40099
0.76119	0.39049	0.36955
0.70704	0.37710	0.54011
0.49024	0.74823	0.39777
0.80061	0.33412	0.74081
0.44720	0.14122	0.35362
0.42614	0.71430	0.21971
0.04606	0.46743	0.67151
0.75628	0.29092	0.72111
0.35278	0.19257	0.42100
0.37071	0.39376	0.98445
0.63555	0.38687	0.50259
0.62430	0.38748	0.49739
0.66931	0.43785	0.49980
0.57948	0.44749	0.41267
0.45937	0.79997	0.33814
0.60293	0.42946	0.43612
0.37548	0.09420	0.26363
0.16075	0.59429	0.69332
0.84007	0.55995	0.72869
0.48899	0.84267	0.34106
0.98352	0.47556	0.52924
0.46869	0.11454	0.32656
0.40437	0.67246	0.22901
0.54456	0.74885	0.38236
0.43217	0.20307	0.33855
0.22122	0.51482	0.62636
0.78680	0.44040	0.62555
0.84608	0.46043	0.56469
0.38476	0.21871	0.37629
0.79575	0.36701	0.43457
0.77489	0.62894	0.71672
0.72838	0.40672	0.52009
0.21308	0.45410	0.45419
0.78493	0.47803	0.76171
0.41161	0.06111	0.42066
0.31742	0.14704	0.33665
0.52439	0.49871	0.91645
0.49350	0.77621	0.37266
0.33920	0.20705	0.35708
0.99813	0.40543	0.59685
0.44587	0.60468	0.16801
0.76517	0.37736	0.67361
0.90443	0.40293	0.69424
0.47758	0.19107	0.37907
0.02648	0.49138	0.75118
0.41560	0.19509	0.40285
0.70271	0.53734	0.46101
0.44624	0.53698	0.18745
0.23158	0.44232	0.46327
0.50198	0.17035	0.38035
0.33676	0.17084	0.41046
0.85599	0.32785	0.74048
0.29694	0.52038	0.71705
0.51289	0.69477	0.43204
0.95167	0.46677	0.55080
0.71979	0.35565	0.63930
0.45634	0.34791	0.95598
0.67273	0.42028	0.38612
0.52977	0.49986	0.79852
0.80465	0.30707	0.66051
0.03164	0.48011	0.71260
0.87171	0.59636	0.66535
0.41577	0.18110	0.35393
0.30323	0.42866	0.22916
0.81189	0.32534	0.55760
0.46576	0.77730	0.36721
0.38005	0.16130	0.37831
0.45778	0.15642	0.36831
0.32553	0.38525	0.84233
0.23135	0.52167	0.88854
0.42255	0.14949	0.33436
0.87705	0.38357	0.44229
0.59862	0.47217	0.78051
0.80752	0.40536	0.46732
0.82799	0.40784	0.46875
0.59691	0.19644	0.67477
0.76409	0.42402	0.49241
0.52704	0.63331	0.42232
0.60929	0.29490	0.48010
0.66924	0.49289	0.39424
0.66417	0.38368	0.48346
0.16075	0.59429	0.69332
0.71401	0.58618	0.70200
0.83808	0.28049	0.54176
0.42565	0.10935	0.38609
0.72490	0.99985	0.39579
0.45937	0.79997	0.33814
0.38855	0.12036	0.29837
0.44074	0.71810	0.15460
0.47548	0.46209	0.90958
