0.10923	0.26113
0.40072	0.37939
0.69289	0.63428
0.57045	0.86188
0.88211	0.38278
0.87252	0.61163
0.30218	0.48178
0.08571	0.48967
0.59242	0.71483
0.56599	0.86897
0.17137	0.08719
0.58423	0.59287
0.59879	0.54535
0.28743	0.47299
0.59272	0.36769
0.59224	0.36918
0.11050	0.19339
0.18569	0.23393
0.29826	0.43669
0.97545	0.30638
0.83883	0.29793
0.94092	0.68759
0.66638	0.46641
0.49915	0.42620
0.97766	0.49705
0.16540	0.42151
0.61933	0.45116
0.60125	0.88444
0.19969	0.19972
0.90934	0.32934
0.42988	0.70786
0.29701	0.58901
0.72946	0.52365
0.50756	0.01142
0.94288	0.30769
0.33723	0.69769
0.90866	0.63418
0.33863	0.69961
0.15054	0.07052
0.78303	0.33773
0.28952	0.45953
0.88918	0.21917
0.31204	0.45287
0.21557	0.10751
0.21532	0.11067
0.24696	0.13666
0.73473	0.12056
0.30939	0.51457
0.88918	0.21917
0.57953	0.61078
0.63925	0.57277
0.21532	0.11067
0.24696	0.13666
0.86593	0.05144
0.90762	0.09619
0.14298	0.36094
0.14441	0.22187
0.91125	0.34677
0.73492	0.12083
0.93338	0.36865
0.48124	0.32362
0.42508	0.24208
0.33669	0.12519
0.68372	0.43177
0.48461	0.29927
0.67502	0.68508
0.42443	0.51342
0.51896	0.61083
0.25278	0.13226
0.49163	0.55648
0.64309	0.62954
0.47792	0.22084
0.30335	0.46185
0.41786	0.50689
0.74279	0.20810
0.49650	0.57165
0.67492	0.74983
0.57792	0.57426
0.53291	0.52516
0.76412	0.37182
0.19761	0.16392
0.25238	0.18306
0.62572	0.75153
0.56274	0.59746
0.08427	0.30453
0.52473	0.61929
0.36404	0.71829
0.34961	0.58343
0.37538	0.35168
0.31250	0.48624
0.51232	0.63310
0.49754	0.23042
0.68545	0.66057
0.63843	0.66033
0.32077	0.50077
0.98584	0.44422
0.94124	0.69497
0.60912	0.82925
0.42538	0.24230
0.30053	0.48284
0.56756	0.45922
0.94123	0.69491
0.29378	0.50587
0.44112	0.27728
0.47220	0.56260
0.16421	0.41085
0.61118	0.64196
0.31057	0.48760
0.15218	0.20385
0.72053	0.14629
0.61977	0.56584
0.93418	0.38908
0.51622	0.63560
0.54222	0.56954
0.32504	0.49298
0.46842	0.35818
0.58312	0.89916
0.47659	0.52164
0.61924	0.20249
0.62026	0.79446
0.96452	0.28469
0.46821	0.32938
0.76150	0.48506
0.75635	0.75172
0.47168	0.10936
0.91977	0.28281
0.91100	0.61080
0.40487	0.04514
0.69793	0.59854
0.63351	0.34138
0.43876	0.74100
0.32543	0.08444
0.44020	0.27631
0.32127	0.49997
0.35628	0.70011
0.69242	0.12652
0.44132	0.67191
0.95232	0.34469
0.45146	0.63221
0.46933	0.55994
0.29502	0.51064
0.54304	0.64564
0.28662	0.48412
0.74104	0.32360
0.32430	0.48075
0.30513	0.43238
0.18936	0.11885
0.77123	0.41889
0.71199	0.16281
0.52593	0.46578
0.86208	0.40035
0.52306	0.65238
0.53208	0.59746
0.94916	0.33344
0.46370	0.65415
0.30855	0.43352
0.61733	0.19460
0.50129	0.69964
0.47548	0.60791
0.59926	0.62498
0.50911	0.55587
0.81892	0.24560
0.35575	0.62682
0.95565	0.31526
0.51853	0.58305
0.30428	0.21678
0.54247	0.47724
0.97351	0.45935
0.65146	0.71713
0.59319	0.50552
0.66906	0.15126
0.15638	0.32180
0.15201	0.21420
0.59942	0.82948
0.15054	0.28110
0.45146	0.63221
0.66858	0.58313
0.21089	0.04549
0.62610	0.61348
0.80326	0.45126
0.32463	0.47191
0.40525	0.25710
0.95666	0.40139
0.27136	0.55512
0.45303	0.34575
0.34015	0.64107
0.51879	0.66461
0.13099	0.17026
0.71297	0.20184
0.16677	0.23344
0.36398	0.61626
0.94519	0.36157
0.38484	0.62653
0.93090	0.33120
0.34281	0.68982
0.25136	0.58104
0.40955	0.64781
0.72403	0.10738
0.77596	0.48162
0.91055	0.61413
0.63946	0.22520
0.33986	0.00050
0.61290	0.82151
0.89091	0.35051
0.90989	0.48751
0.47243	0.15924
0.29492	0.44369
0.46664	0.76393
0.97759	0.49666
0.36450	0.47680
0.26980	0.29194
0.59886	0.59496
0.57539	0.63431
0.62140	0.13911
0.30082	0.45741
0.22039	0.32473
0.31234	0.46307
0.49243	0.31628
0.55331	0.53241
0.24725	0.15283
0.25831	0.19878
0.48028	0.60200
0.98755	0.42493
0.68566	0.15698
0.44784	0.59136
0.96543	0.45563
0.57415	0.23726
0.56233	0.18210
0.95655	0.33556
0.31949	0.08247
0.63125	0.71724
0.52888	0.86395
0.41069	0.26923
0.65150	0.20553
0.26787	0.18642
0.55951	0.96972
0.58130	0.60298
0.43231	0.64588
0.93734	0.48634
0.39655	0.42032
0.77435	0.17447
0.62695	0.66401
0.72638	0.77102
0.97844	0.45176
0.13904	0.49713
0.58671	0.54070
0.53818	0.80254
0.97806	0.49514
0.94180	0.69519
0.08418	0.47684
0.63042	0.18515
0.17310	0.18738
0.29093	0.44903
0.63789	0.94849
0.30077	0.26351
0.76208	0.33821
0.41270	0.31569
0.80592	0.29019
0.07029	0.29575
0.50398	0.28000
0.57875	0.62380
0.85853	0.05709
0.64678	0.62598
0.68488	0.14892
0.92914	0.39468
0.88834	0.57375
0.57202	0.69733
0.71993	0.03187
0.53098	0.33853
0.69700	0.88142
0.68658	0.04498
0.68528	0.06288
0.68216	0.91208
0.50795	0.53106
0.68389	0.91806
0.68078	0.89447
0.69087	0.04699
0.68263	0.23824
0.58793	0.64289
0.53947	0.27499
0.71153	0.87482
0.68611	0.23749
0.68458	0.91142
0.68303	0.78641
0.67229	0.92182
0.71194	0.87374
0.34975	0.66965
0.61396	0.29104
0.69993	0.89673
0.69910	0.89471
0.68574	0.08706
0.69384	0.20388
0.69957	0.22220
0.69957	0.22220
0.91576	0.41702
0.95240	0.42800
0.56117	0.34727
0.66590	0.87391
0.90336	0.09344
0.90384	0.41663
0.31240	0.49628
0.31608	0.47107
0.68561	0.08713
0.30736	0.43364
0.69370	0.20407
0.69819	0.22321
0.68528	0.06288
0.17928	0.11564
0.28719	0.46282
0.35073	0.67435
0.69725	0.22883
0.30177	0.51288
0.69864	0.19176
0.68528	0.06288
0.19669	0.11691
0.69200	0.07453
0.68533	0.08505
0.93905	0.45939
0.93220	0.46690
0.18346	0.13103
0.68567	0.08730
0.69171	0.06774
0.69958	0.22220
0.23299	0.51413
0.16022	0.12820
0.21164	0.12514
0.68573	0.08677
0.69918	0.19084
0.92283	0.40489
0.93206	0.54638
0.93207	0.54638
0.90122	0.42205
0.69877	0.18859
0.68573	0.08677
0.31600	0.47157
