0.79064	0.16988	0.26175
0.65338	0.57260	0.43821
0.38531	0.32556	0.87606
0.66553	0.30098	0.67463
0.14695	0.33827	0.73927
0.06388	0.15559	0.47149
0.58511	0.83979	0.44547
0.78282	0.11252	0.62888
0.56084	0.33171	0.72815
0.70038	0.27440	0.72004
0.83027	0.35443	0.06868
0.66581	0.57707	0.90367
0.51114	0.63198	0.91405
0.62457	0.84940	0.46907
0.42958	0.50798	0.52769
0.42594	0.51493	0.52897
0.82533	0.26823	0.13382
0.71591	0.25740	0.11614
0.59663	0.88167	0.46734
0.36078	0.30254	0.87803
0.21463	0.34330	0.62929
0.48884	0.07506	0.72023
0.38933	0.26448	0.62033
0.64439	0.31996	0.64199
0.21749	0.48856	0.90793
0.72825	0.25739	0.31843
0.56907	0.32523	0.65001
0.68704	0.21542	0.84524
0.72978	0.35426	0.13542
0.16785	0.27960	0.82332
0.71773	0.66368	0.88153
0.63283	0.90361	0.57616
0.27589	0.54654	0.69678
0.69845	0.22173	0.92665
0.22133	0.26516	0.88113
0.48875	0.70092	0.88951
0.00799	0.53882	0.65156
0.48714	0.71111	0.89854
0.76132	0.32176	0.05705
0.13686	0.37288	0.53734
0.59453	0.86641	0.47813
0.08081	0.47434	0.79900
0.62919	0.88871	0.50172
0.78845	0.42871	0.08984
0.78697	0.42211	0.08382
0.70517	0.46458	0.08639
0.22453	0.60082	0.46481
0.50904	0.87186	0.47941
0.08081	0.47434	0.79900
0.67466	0.55043	0.91190
0.49305	0.58673	0.92695
0.78253	0.42130	0.09267
0.69919	0.46147	0.08997
0.48049	0.62864	0.91977
0.06967	0.54628	0.82174
0.73444	0.24492	0.27045
0.74856	0.25772	0.16621
0.17028	0.30370	0.81461
0.22446	0.60079	0.46509
0.20899	0.33152	0.84685
0.86578	0.54595	0.59281
0.77158	0.51302	0.51143
0.62394	0.49158	0.23073
0.36347	0.42040	0.51936
0.87226	0.52154	0.59602
0.50430	0.28637	0.89905
0.63953	0.58955	0.56608
0.71745	0.49418	0.75161
0.70736	0.45908	0.11361
0.75626	0.55530	0.71565
0.53989	0.48542	0.91281
0.78050	0.41927	0.56411
0.60381	0.91973	0.46431
0.64364	0.59502	0.55687
0.15596	0.54239	0.46450
0.73694	0.51462	0.68634
0.47837	0.24515	0.86773
0.67033	0.60462	0.89018
0.80539	0.45074	0.79110
0.09393	0.39556	0.48151
0.75328	0.37150	0.08884
0.70802	0.51124	0.08798
0.59276	0.34561	0.87021
0.66882	0.55781	0.86887
0.85299	0.14408	0.34318
0.70406	0.48812	0.76506
0.55515	0.71568	0.90814
0.62590	0.72740	0.80558
0.69491	0.63349	0.46429
0.60889	0.86641	0.49700
0.69824	0.48202	0.71929
0.77090	0.38075	0.62332
0.43125	0.34001	0.90347
0.55823	0.41744	0.90913
0.63957	0.86371	0.46714
0.25532	0.46853	0.92048
0.50842	0.07224	0.72237
0.62303	0.25651	0.83522
0.75522	0.52107	0.49593
0.57581	0.87910	0.44338
0.78065	0.35688	0.84535
0.50811	0.07269	0.72252
0.63777	0.86666	0.49367
0.78680	0.58527	0.55119
0.70918	0.57085	0.67569
0.71275	0.24266	0.32558
0.62217	0.48054	0.90865
0.62387	0.86719	0.50913
0.75654	0.27684	0.14922
0.20657	0.54503	0.45242
0.58443	0.53406	0.90738
0.16071	0.35816	0.86299
0.68532	0.48509	0.73877
0.73899	0.41763	0.79496
0.58752	0.88177	0.49833
0.85394	0.58198	0.60184
0.62800	0.18886	0.74599
0.73859	0.55836	0.65802
0.43522	0.54186	0.34777
0.60158	0.29715	0.88585
0.32185	0.25682	0.89260
0.87044	0.57108	0.57816
0.20190	0.51481	0.50748
0.49725	0.32804	0.67121
0.89254	0.44808	0.53970
