0.11137	0.45563
0.47634	0.69204
0.77340	0.17386
0.49040	0.41417
0.90008	0.43855
1.00000	0.76503
0.35704	0.77165
0.14900	0.21545
0.61621	0.30063
0.34223	0.20900
0.08358	0.62071
0.52430	0.12856
0.61953	0.45073
0.36584	0.74651
0.63181	0.69826
0.63184	0.69821
0.09024	0.52167
0.12306	0.57423
0.37081	0.83595
0.78349	0.18502
0.88401	0.56564
0.74752	0.42989
0.70202	0.61610
0.48631	0.42775
0.80372	0.36368
0.20639	0.40925
0.61738	0.35381
0.59351	0.04429
0.15266	0.61198
0.92127	0.35124
0.46965	0.15609
0.35170	0.68211
0.74016	0.53055
0.55047	0.00000
0.91290	0.27655
0.59678	0.50502
0.92889	0.64003
0.59735	0.49565
0.05673	0.61490
0.85206	0.70385
0.37921	0.78314
0.86498	0.51999
0.37298	0.81671
0.12278	0.68631
0.12323	0.68317
0.15854	0.72023
0.69895	0.83525
0.36953	0.79877
0.86498	0.51999
0.53297	0.11701
0.64384	0.44055
0.12324	0.68319
0.15854	0.72023
0.63706	0.46906
0.68300	0.51224
0.17726	0.43134
0.14204	0.52791
0.91011	0.35251
0.69951	0.83496
0.88647	0.31871
0.40377	0.42559
0.37278	0.52895
0.25978	0.84605
0.71965	0.67579
0.39003	0.41736
0.69802	0.17805
0.47626	0.59430
0.50564	0.25799
0.16310	0.70934
0.45825	0.29094
0.60619	0.16745
0.34461	0.40540
0.35630	0.80257
0.47150	0.60134
0.72415	0.82365
0.46566	0.29168
0.71883	0.20564
0.50960	0.13823
0.41549	0.21920
0.86040	0.77216
0.13817	0.64844
0.17110	0.75247
0.62870	0.19109
0.52905	0.15260
0.09863	0.39557
0.51386	0.25139
0.58188	0.45179
0.53620	0.50793
0.43603	0.68702
0.38750	0.82666
0.51753	0.28330
0.34387	0.31817
0.74388	0.15429
0.63925	0.16056
0.37115	0.77815
0.81169	0.32519
0.73655	0.43137
0.61043	0.10586
0.36677	0.53103
0.37970	0.76019
0.38195	0.14224
0.73666	0.43126
0.39450	0.80280
0.39741	0.51971
0.46451	0.32296
0.20572	0.41530
0.57346	0.16071
0.34616	0.78650
0.13692	0.54723
0.70424	0.87655
0.54804	0.16851
0.87613	0.33841
0.51877	0.27295
0.43275	0.17575
0.35142	0.80931
0.42428	0.44104
0.64873	0.34094
0.44600	0.33318
0.57852	0.84184
0.62357	0.13768
0.82663	0.19729
0.41210	0.45375
0.72012	0.76952
0.67767	0.57795
0.29780	0.40395
0.92453	0.33227
0.92398	0.61969
0.34127	0.64030
0.77476	0.15922
0.64342	0.74545
0.45136	0.20623
0.22233	0.63737
0.39517	0.51761
0.33597	0.79109
0.59341	0.46892
0.67099	0.87997
0.47196	0.17188
0.88771	0.27291
0.49995	0.19469
0.47098	0.33585
0.37540	0.79907
0.55193	0.20013
0.36427	0.76066
0.82620	0.80816
0.36384	0.77789
0.36480	0.79083
0.10706	0.63988
0.88233	0.77999
0.72150	0.84920
0.40353	0.27027
0.90169	0.46502
0.52927	0.27084
0.50825	0.23464
0.89908	0.27473
0.48428	0.17725
0.36894	0.77758
0.58092	0.84965
0.53645	0.34166
0.49068	0.31468
0.55870	0.15976
0.45995	0.23762
0.85315	0.57078
0.58586	0.52996
0.85301	0.22552
0.48998	0.25103
0.23139	0.73666
0.38854	0.22094
0.81989	0.33999
0.68040	0.18920
0.49839	0.07299
0.63951	0.89227
0.19729	0.47518
0.14329	0.54277
0.59622	0.09721
0.16465	0.49838
0.49995	0.19469
0.66574	0.10412
0.13492	0.62768
0.58406	0.15707
0.91232	0.71877
0.33762	0.79506
0.43792	0.56905
0.86814	0.30716
0.32966	0.72313
0.42261	0.47820
0.54917	0.49092
0.53583	0.30319
0.10747	0.53830
0.74431	0.83249
0.16364	0.55180
0.57821	0.53665
0.88110	0.30183
0.55500	0.53422
0.90511	0.31186
0.58810	0.48743
0.38679	0.89590
0.53595	0.48665
0.68382	0.85137
0.90339	0.76130
0.92544	0.62876
0.59724	0.82046
