0.490771	0.274763	0.050932	0.050932
0.082061	0.175049	0.369692	0.369692
0.024868	0.270022	0.462074	0.462074
0.346378	0.097478	0.153182	0.153182
0.043450	0.288795	0.482454	0.482454
0.033223	0.265911	0.462447	0.462447
0.060301	0.315461	0.501341	0.501341
0.366720	0.137326	0.101124	0.101124
0.067705	0.198521	0.402761	0.402761
0.315911	0.073923	0.163771	0.163771
0.656120	0.472633	0.237037	0.237037
0.080457	0.178826	0.379824	0.379824
0.097405	0.167423	0.376963	0.376963
0.025042	0.272444	0.463708	0.463708
0.011467	0.246015	0.432934	0.432934
0.005618	0.260944	0.446904	0.446904
0.577108	0.375704	0.140987	0.140987
0.502732	0.312469	0.078524	0.078524
0.030053	0.280559	0.470712	0.470712
0.028119	0.277178	0.467982	0.467982
0.040955	0.240057	0.440979	0.440979
0.348933	0.105944	0.138407	0.138407
0.131022	0.136505	0.354449	0.354449
0.278527	0.049467	0.188898	0.188898
0.025804	0.271562	0.463524	0.463524
0.267489	0.113184	0.174216	0.174216
0.266382	0.033920	0.205569	0.205569
0.344369	0.101698	0.141268	0.141268
0.432962	0.253626	0.051376	0.051376
0.035831	0.273266	0.469117	0.469117
0.308558	0.064887	0.172579	0.172579
0.297142	0.075373	0.162860	0.162860
0.326095	0.071837	0.223049	0.223049
0.163137	0.100149	0.287746	0.287746
0.037881	0.279099	0.474010	0.474010
0.043925	0.220243	0.418282	0.418282
0.055682	0.219211	0.423562	0.423562
0.074201	0.184791	0.384253	0.384253
0.713722	0.505747	0.275197	0.275197
0.052798	0.245878	0.451236	0.451236
0.060301	0.315461	0.501341	0.501341
0.044171	0.295467	0.485573	0.485573
0.060301	0.315461	0.501341	0.501341
0.339918	0.206147	0.130442	0.130442
0.366930	0.187887	0.078889	0.078889
0.160222	0.146398	0.282949	0.282949
0.045781	0.249664	0.452459	0.452459
0.060301	0.315461	0.501341	0.501341
0.044171	0.295467	0.485573	0.485573
0.181319	0.076329	0.283244	0.283244
0.107236	0.155885	0.366099	0.366099
0.366930	0.187887	0.078889	0.078889
0.160222	0.146398	0.282949	0.282949
0.064334	0.207224	0.412832	0.412832
0.035291	0.279807	0.473213	0.473213
0.350571	0.153634	0.091885	0.091885
0.369613	0.212598	0.095404	0.095404
0.046067	0.297316	0.487496	0.487496
0.044862	0.251364	0.453760	0.453760
0.034155	0.275819	0.470164	0.470164
0.154368	0.102876	0.306488	0.306488
0.212182	0.045887	0.259580	0.259580
0.366047	0.144893	0.091108	0.091108
0.055308	0.213928	0.416634	0.416634
0.052640	0.208029	0.389399	0.389399
0.073577	0.186563	0.387447	0.387447
0.024339	0.241185	0.434888	0.434888
0.086423	0.174388	0.378399	0.378399
0.499039	0.310788	0.077964	0.077964
0.303636	0.048512	0.197987	0.197987
0.061825	0.204699	0.407808	0.407808
0.150259	0.108144	0.305208	0.305208
0.039004	0.289577	0.480062	0.480062
0.068597	0.198358	0.403146	0.403146
0.052550	0.250225	0.455340	0.455340
0.245492	0.021131	0.230367	0.230367
0.377155	0.123445	0.154899	0.154899
0.083626	0.176577	0.379373	0.379373
0.355338	0.106183	0.148326	0.148326
0.048711	0.252958	0.456603	0.456603
0.389857	0.194728	0.052201	0.052201
0.221909	0.139080	0.223633	0.223633
0.041480	0.217382	0.411054	0.411054
0.188251	0.073418	0.269877	0.269877
0.464041	0.248705	0.027910	0.027910
0.056067	0.201216	0.393746	0.393746
0.209835	0.049512	0.276907	0.276907
0.107319	0.160411	0.373692	0.373692
0.178011	0.080625	0.299527	0.299527
0.048130	0.302823	0.489633	0.489633
0.015863	0.241604	0.429160	0.429160
0.216511	0.047176	0.247926	0.247926
0.048976	0.217151	0.417206	0.417206
0.072531	0.190126	0.393155	0.393155
0.027347	0.266122	0.460294	0.460294
0.123295	0.151088	0.370476	0.370476
0.343839	0.119179	0.116679	0.116679
0.282324	0.033240	0.203142	0.203142
0.270761	0.054680	0.189631	0.189631
0.027780	0.259907	0.431862	0.431862
0.273235	0.028852	0.207141	0.207141
0.329933	0.106459	0.129506	0.129506
0.061617	0.224302	0.387618	0.387618
0.187716	0.075852	0.268101	0.268101
0.235660	0.028781	0.236359	0.236359
0.192710	0.144088	0.252718	0.252718
0.064382	0.192720	0.384057	0.384057
0.027473	0.229628	0.416796	0.416796
0.528533	0.336503	0.101127	0.101127
0.120268	0.144645	0.358814	0.358814
